categoria;dono;tipo;arquivo;emissao;vencimento;status;dias_ate_vencer;caminho;ocr
motoristas;ADAM MOREIRA;CNH;ADAM - CNH.pdf;;2027-04-27;ok;285;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ADAM MOREIRA\ADAM - CNH.pdf;S
motoristas;ADAM MOREIRA;MOPP;ADAN MOPP.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ADAM MOREIRA\sem-data\ADAN MOPP.pdf;S
motoristas;ADAM MOREIRA;NR35;NR 35 ADAM.pdf;;2025-09-11;vencido;-308;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ADAM MOREIRA\vencidos\NR 35 ADAM.pdf;S
motoristas;ADAM MOREIRA;NR20;NR20 ADAM.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ADAM MOREIRA\sem-data\NR20 ADAM.pdf;S
motoristas;AGADIR MACHADO;CNH;CNH AGADIR MACHADO.pdf;;2032-12-07;ok;2336;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\AGADIR MACHADO\CNH AGADIR MACHADO.pdf;S
motoristas;AGADIR MACHADO;MOPP;MOPP AGADIR.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\AGADIR MACHADO\sem-data\MOPP AGADIR.pdf;S
motoristas;AGADIR MACHADO;NR20;NR 20 AGADIR.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\AGADIR MACHADO\sem-data\NR 20 AGADIR.pdf;S
motoristas;ANGELO MARCHINI NETO;CNH;CNH angelo.pdf;;2030-10-17;ok;1554;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ANGELO MARCHINI NETO\CNH angelo.pdf;S
motoristas;ANGELO MARCHINI NETO;MOPP;mopp angelo.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ANGELO MARCHINI NETO\sem-data\mopp angelo.pdf;S
motoristas;ANGELO MARCHINI NETO;NR20;NR 20 ANGELO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ANGELO MARCHINI NETO\sem-data\NR 20 ANGELO.pdf;S
motoristas;ANGELO MARCHINI NETO;NR35;NR 35 ANGELO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ANGELO MARCHINI NETO\sem-data\NR 35 ANGELO.pdf;S
motoristas;CELSO LUIZ PONTAROLO;CNH;CNH digital CELSO .pdf;;2031-08-30;ok;1871;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\CELSO LUIZ PONTAROLO\CNH digital CELSO .pdf;S
motoristas;CELSO LUIZ PONTAROLO;MOPP;Mopp CELSO .pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\CELSO LUIZ PONTAROLO\sem-data\Mopp CELSO .pdf;S
motoristas;CELSO LUIZ PONTAROLO;NR20;NR 20 CELSO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\CELSO LUIZ PONTAROLO\sem-data\NR 20 CELSO.pdf;S
motoristas;CELSO LUIZ PONTAROLO;NR35;NR 35 CELSO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\CELSO LUIZ PONTAROLO\sem-data\NR 35 CELSO.pdf;S
motoristas;CLAUDINOR DE SOUZA;CNH;CNH CLAUDINOR D SOUZA.pdf;;2034-10-24;ok;3022;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\CLAUDINOR DE SOUZA\CNH CLAUDINOR D SOUZA.pdf;S
motoristas;CLAUDINOR DE SOUZA;MOPP;MOPP CLAUDINOR DE SOUZA.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\CLAUDINOR DE SOUZA\sem-data\MOPP CLAUDINOR DE SOUZA.pdf;S
motoristas;CLAUDINOR DE SOUZA;MOPP;MOPP CLAUDINOR.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\CLAUDINOR DE SOUZA\sem-data\MOPP CLAUDINOR.pdf;S
motoristas;CLAUDINOR DE SOUZA;NR20;NR20 CLAUDINOR.pdf;;2026-02-06;vencido;-160;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\CLAUDINOR DE SOUZA\vencidos\NR20 CLAUDINOR.pdf;S
motoristas;CLAUDINOR DE SOUZA;NR35;NR35 CLAUDINOR.pdf;;2025-02-12;vencido;-519;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\CLAUDINOR DE SOUZA\vencidos\NR35 CLAUDINOR.pdf;S
motoristas;COSME DA SILVA;CNH;CNH-e.pdf;;2034-01-17;ok;2742;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\COSME DA SILVA\CNH-e.pdf;S
motoristas;COSME DA SILVA;MOPP;MOPP COSME.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\COSME DA SILVA\sem-data\MOPP COSME.pdf;S
motoristas;COSME DA SILVA;NR20;NR20 COSME.pdf;;2025-09-29;vencido;-290;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\COSME DA SILVA\vencidos\NR20 COSME.pdf;S
motoristas;COSME DA SILVA;NR35;NR35 COSME_001.pdf;;2025-09-30;vencido;-289;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\COSME DA SILVA\vencidos\NR35 COSME_001.pdf;S
motoristas;EDINEY ERNESTO;CNH;CNH- EDINEY.pdf;;2033-05-17;ok;2497;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EDINEY ERNESTO\CNH- EDINEY.pdf;S
motoristas;EDINEY ERNESTO;MOPP;MOPP EDINEY.pdf;;2026-02-01;vencido;-164;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EDINEY ERNESTO\vencidos\MOPP EDINEY.pdf;N
motoristas;EDINEY ERNESTO;NR20;NR20 EDINEY.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EDINEY ERNESTO\sem-data\NR20 EDINEY.pdf;S
motoristas;EDINEY ERNESTO;NR35;NR35 EDINEY.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EDINEY ERNESTO\sem-data\NR35 EDINEY.pdf;S
motoristas;EDSON ROBERTO;CNH;CNH EDSON FLAVIO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EDSON ROBERTO\sem-data\CNH EDSON FLAVIO.pdf;S
motoristas;EDSON ROBERTO;MOPP;MOPP EDSON (2).pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EDSON ROBERTO\sem-data\MOPP EDSON (2).pdf;S
motoristas;EDSON ROBERTO;MOPP;MOPP EDSON.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EDSON ROBERTO\sem-data\MOPP EDSON.pdf;S
motoristas;ELIAZER DE OLIVEIRA;CNH;CNH Elizaer  De Oliveira.pdf;;2030-07-26;ok;1471;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELIAZER DE OLIVEIRA\CNH Elizaer  De Oliveira.pdf;S
motoristas;ELIAZER DE OLIVEIRA;MOPP;eliazer mopp.pdf;;2029-10-29;ok;1202;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELIAZER DE OLIVEIRA\eliazer mopp.pdf;N
motoristas;ELIAZER DE OLIVEIRA;NR20;NR20 ELIAZER.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELIAZER DE OLIVEIRA\sem-data\NR20 ELIAZER.pdf;S
motoristas;ELIAZER DE OLIVEIRA;NR35;NR35 ELIAZER.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELIAZER DE OLIVEIRA\sem-data\NR35 ELIAZER.pdf;S
motoristas;ELIZANDRO OLIVEIRA;OUTROS;CNH_ELIZANDRO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELIZANDRO OLIVEIRA\sem-data\CNH_ELIZANDRO.pdf;N
motoristas;ELIZANDRO OLIVEIRA;OUTROS;MOPP_ELIZANDRO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELIZANDRO OLIVEIRA\sem-data\MOPP_ELIZANDRO.pdf;N
motoristas;ELIZANDRO OLIVEIRA;NR20;NR20 ELISANDRO.pdf;;2025-11-24;vencido;-234;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELIZANDRO OLIVEIRA\vencidos\NR20 ELISANDRO.pdf;S
motoristas;ELIZANDRO OLIVEIRA;NR35;NR35 ELISANDRO.pdf;;2025-11-25;vencido;-233;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELIZANDRO OLIVEIRA\vencidos\NR35 ELISANDRO.pdf;S
motoristas;ELTON FRANKLIN DA SILVA;CNH;CNH ELTON FRANKLIN DA SILVA.pdf;;2035-06-17;ok;3258;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELTON FRANKLIN DA SILVA\CNH ELTON FRANKLIN DA SILVA.pdf;S
motoristas;ELTON FRANKLIN DA SILVA;CNH;CNH ENTON .pdf;;2035-06-17;ok;3258;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELTON FRANKLIN DA SILVA\CNH ENTON .pdf;S
motoristas;ELTON FRANKLIN DA SILVA;MOPP;MOPP ELTON .pdf;;2030-10-17;ok;1554;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELTON FRANKLIN DA SILVA\MOPP ELTON .pdf;S
motoristas;ELTON FRANKLIN DA SILVA;MOPP;MOPP Elton franklin Da Silva.pdf;;2030-10-17;ok;1554;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ELTON FRANKLIN DA SILVA\MOPP Elton franklin Da Silva.pdf;S
motoristas;EVERSON MUNIS GADONSKI;CNH;CNH EVERSON MUNIS GADONSKI.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EVERSON MUNIS GADONSKI\sem-data\CNH EVERSON MUNIS GADONSKI.pdf;S
motoristas;EVERSON MUNIS GADONSKI;MOPP;MOPP EVERSON NUMIS.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EVERSON MUNIS GADONSKI\sem-data\MOPP EVERSON NUMIS.pdf;S
motoristas;EVERSON MUNIS GADONSKI;NR20;NR20 EVERSON.pdf;;2025-02-10;vencido;-521;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EVERSON MUNIS GADONSKI\vencidos\NR20 EVERSON.pdf;S
motoristas;EVERSON MUNIS GADONSKI;NR35;NR35 EVERSON.pdf;;2025-02-11;vencido;-520;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EVERSON MUNIS GADONSKI\vencidos\NR35 EVERSON.pdf;S
motoristas;EZEQUIEL RIBEIRO;CNH;CNH-e EZEQUIEL.pdf;;2034-11-11;ok;3040;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EZEQUIEL RIBEIRO\CNH-e EZEQUIEL.pdf;S
motoristas;EZEQUIEL RIBEIRO;MOPP;MOPP EZEQUIEL.pdf;;2023-09-08;vencido;-1042;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EZEQUIEL RIBEIRO\vencidos\MOPP EZEQUIEL.pdf;S
motoristas;EZEQUIEL RIBEIRO;NR20;NR 20 EZEQUIEL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EZEQUIEL RIBEIRO\sem-data\NR 20 EZEQUIEL.pdf;S
motoristas;EZEQUIEL RIBEIRO;NR35;NR 35 EZEQUIEL.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\EZEQUIEL RIBEIRO\sem-data\NR 35 EZEQUIEL.pdf;S
motoristas;FABIO MALACOSKI;CNH;CNH FABIO.pdf;;2035-10-29;ok;3392;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\FABIO MALACOSKI\CNH FABIO.pdf;S
motoristas;FARLEY DANIEL MENDES ROCHA;CNH;CNH-e.pdf;;2034-07-31;ok;2937;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\FARLEY DANIEL MENDES ROCHA\CNH-e.pdf;S
motoristas;HELIO GALDINO;CNH;CNH helio.pdf;;2029-11-27;ok;1230;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\HELIO GALDINO\CNH helio.pdf;S
motoristas;HELIO GALDINO;MOPP;MOPP HELIO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\HELIO GALDINO\sem-data\MOPP HELIO.pdf;S
motoristas;HELIO GALDINO;NR20;NR 20 HELIO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\HELIO GALDINO\sem-data\NR 20 HELIO.pdf;S
motoristas;HELIO GALDINO;NR35;NR 35 HELIO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\HELIO GALDINO\sem-data\NR 35 HELIO.pdf;S
motoristas;IDINEI FRANCA DE SOUZA;CNH;CNH IDINEI.pdf;;2030-08-09;ok;1485;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\IDINEI FRANCA DE SOUZA\CNH IDINEI.pdf;S
motoristas;IDINEI FRANCA DE SOUZA;MOPP;MOPP IDINEI FRANÇA.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\IDINEI FRANCA DE SOUZA\sem-data\MOPP IDINEI FRANÇA.pdf;S
motoristas;IDINEI FRANCA DE SOUZA;MOPP;MOPP IDINEI.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\IDINEI FRANCA DE SOUZA\sem-data\MOPP IDINEI.pdf;S
motoristas;IDINEI FRANCA DE SOUZA;NR35;NR 35 IDINEI.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\IDINEI FRANCA DE SOUZA\sem-data\NR 35 IDINEI.pdf;S
motoristas;IDINEI FRANCA DE SOUZA;NR20;NR20 IDINEI.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\IDINEI FRANCA DE SOUZA\sem-data\NR20 IDINEI.pdf;S
motoristas;ISMAXON GERALDO;MOPP;CERTIFICADO MOPP ISMAXON .pdf;;2029-02-01;ok;932;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ISMAXON GERALDO\CERTIFICADO MOPP ISMAXON .pdf;N
motoristas;ISMAXON GERALDO;CNH;CNH-e ATUALIZADA.pdf;;2033-10-10;ok;2643;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ISMAXON GERALDO\CNH-e ATUALIZADA.pdf;S
motoristas;ISMAXON GERALDO;CNH;ISMAXON - CNH (002).pdf;;2033-10-10;ok;2643;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ISMAXON GERALDO\ISMAXON - CNH (002).pdf;S
motoristas;JULIO ALCIONE GONÇALVES;CNH;CNH JULIO ALCIONEI.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\JULIO ALCIONE GONÇALVES\sem-data\CNH JULIO ALCIONEI.pdf;S
motoristas;JULIO ALCIONE GONÇALVES;MOPP;MOPP JULIO ALCIONEI (2).pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\JULIO ALCIONE GONÇALVES\sem-data\MOPP JULIO ALCIONEI (2).pdf;S
motoristas;JULIO ALCIONE GONÇALVES;NR35;NR 35 JULIO.pdf;;2026-02-10;vencido;-156;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\JULIO ALCIONE GONÇALVES\vencidos\NR 35 JULIO.pdf;S
motoristas;JULIO ALCIONE GONÇALVES;NR20;NR20 JULIO.pdf;;2026-02-09;vencido;-157;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\JULIO ALCIONE GONÇALVES\vencidos\NR20 JULIO.pdf;S
motoristas;LAURECI FERREIRA SOARES;CNH;CNH LAURECI SOARES.pdf;;2024-07-10;vencido;-736;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LAURECI FERREIRA SOARES\vencidos\CNH LAURECI SOARES.pdf;S
motoristas;LAURECI FERREIRA SOARES;NR20;NR20 LAURECI.pdf;;2025-02-10;vencido;-521;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LAURECI FERREIRA SOARES\vencidos\NR20 LAURECI.pdf;S
motoristas;LAURECI FERREIRA SOARES;NR35;NR35 LAURECI.pdf;;2025-02-11;vencido;-520;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LAURECI FERREIRA SOARES\vencidos\NR35 LAURECI.pdf;S
motoristas;LEONARDO DE OLIVEIRA LIMA;CNH;CNH   LEONARDO DE OLIVEIRA LIMA.pdf;;2021-03-30;vencido;-1934;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LEONARDO DE OLIVEIRA LIMA\vencidos\CNH   LEONARDO DE OLIVEIRA LIMA.pdf;S
motoristas;LEONARDO DE OLIVEIRA LIMA;CNH;CNH-e.pdf leonardo .pdf;;2021-03-30;vencido;-1934;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LEONARDO DE OLIVEIRA LIMA\vencidos\CNH-e.pdf leonardo .pdf;S
motoristas;LEONARDO DE OLIVEIRA LIMA;MOPP;MOPP - LEONARDO DE OLIVEIRA LIMA.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LEONARDO DE OLIVEIRA LIMA\sem-data\MOPP - LEONARDO DE OLIVEIRA LIMA.pdf;S
motoristas;LORINALDO SILVA;CNH;CNH LORINALDO.pdf;;2035-04-25;ok;3205;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LORINALDO SILVA\CNH LORINALDO.pdf;S
motoristas;LORINALDO SILVA;CNH;CNH.pdf;;2035-04-25;ok;3205;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LORINALDO SILVA\CNH.pdf;S
motoristas;LORINALDO SILVA;MOPP;MOPP.pdf;;2025-05-07;vencido;-434;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LORINALDO SILVA\vencidos\MOPP.pdf;N
motoristas;LUCIO SCHUARTZ;CNH;CNH LÚCIO.pdf;;2028-09-12;ok;789;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LUCIO SCHUARTZ\CNH LÚCIO.pdf;S
motoristas;LUCIO SCHUARTZ;MOPP;MOPP LUCIO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LUCIO SCHUARTZ\sem-data\MOPP LUCIO.pdf;S
motoristas;LUIS FERNANDO R. DE LIMA;CNH;CNH -  LUIS FERNANDO RAMALHO DE LIMA .pdf;;2035-06-12;ok;3253;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LUIS FERNANDO R. DE LIMA\CNH -  LUIS FERNANDO RAMALHO DE LIMA .pdf;S
motoristas;LUIS FERNANDO R. DE LIMA;MOPP;mopp luis .pdf;;2025-11-02;vencido;-255;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LUIS FERNANDO R. DE LIMA\vencidos\mopp luis .pdf;N
motoristas;LUIS FERNANDO R. DE LIMA;NR20;NR20 LUIS.pdf;;2025-05-19;vencido;-423;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LUIS FERNANDO R. DE LIMA\vencidos\NR20 LUIS.pdf;S
motoristas;LUIS FERNANDO R. DE LIMA;NR35;NR35 LUIS.pdf;;2025-05-20;vencido;-422;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\LUIS FERNANDO R. DE LIMA\vencidos\NR35 LUIS.pdf;S
motoristas;MAIGER LOURENÇO COSTA;CNH;Cnh maiger  .pdf;;2035-01-22;ok;3112;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MAIGER LOURENÇO COSTA\Cnh maiger  .pdf;S
motoristas;MAIGER LOURENÇO COSTA;CNH;CNH MAIGER.pdf;;2035-01-22;ok;3112;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MAIGER LOURENÇO COSTA\CNH MAIGER.pdf;S
motoristas;MAIGER LOURENÇO COSTA;CNH;CNH-e.pdf;;2024-11-29;vencido;-594;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MAIGER LOURENÇO COSTA\vencidos\CNH-e.pdf;S
motoristas;MAIGER LOURENÇO COSTA;MOPP;MOPP MAIGER.pdf;;2022-04-29;vencido;-1539;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MAIGER LOURENÇO COSTA\vencidos\MOPP MAIGER.pdf;S
motoristas;MARCIO ALBERTO MACHADO;CNH;CNH-e MARCIO.pdf;;2030-07-21;ok;1466;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MARCIO ALBERTO MACHADO\CNH-e MARCIO.pdf;S
motoristas;MARCIO ALBERTO MACHADO;MOPP;MOPP MARCIO MACHADO.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MARCIO ALBERTO MACHADO\sem-data\MOPP MARCIO MACHADO.pdf;S
motoristas;MARCIO ALBERTO MACHADO;MOPP;mopp.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MARCIO ALBERTO MACHADO\sem-data\mopp.pdf;S
motoristas;MARCIO ALBERTO MACHADO;NR20;NR20 MARCIO ALBERTO.pdf;;2025-02-10;vencido;-521;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MARCIO ALBERTO MACHADO\vencidos\NR20 MARCIO ALBERTO.pdf;S
motoristas;MARCIO ALBERTO MACHADO;NR35;NR35 MARCIO ALBERTO.pdf;;2025-02-11;vencido;-520;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MARCIO ALBERTO MACHADO\vencidos\NR35 MARCIO ALBERTO.pdf;S
motoristas;MAURO SANTOS;CNH;CNH MAURO SANTOS .pdf;;2030-08-27;ok;1503;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MAURO SANTOS\CNH MAURO SANTOS .pdf;S
motoristas;MAURO SANTOS;CNH;CNH MAURO SANTOS.pdf;;2025-10-11;vencido;-278;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MAURO SANTOS\vencidos\CNH MAURO SANTOS.pdf;S
motoristas;MAURO SANTOS;MOPP;MOPP MAURO SANTOS.pdf;;;sem_data;;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\MAURO SANTOS\sem-data\MOPP MAURO SANTOS.pdf;S
motoristas;ODAIR VIEIRA;CNH;CNH ODAIR JOSE VIEIRA.pdf;;2033-03-20;ok;2439;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ODAIR VIEIRA\CNH ODAIR JOSE VIEIRA.pdf;S
motoristas;ODAIR VIEIRA;MOPP;MOPP ODAIR JOSE VIEIRA.pdf;;2030-01-23;ok;1288;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ODAIR VIEIRA\MOPP ODAIR JOSE VIEIRA.pdf;N
motoristas;ODAIR VIEIRA;NR20;NR20 ODAIR.pdf;;2025-01-06;vencido;-556;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ODAIR VIEIRA\vencidos\NR20 ODAIR.pdf;S
motoristas;ODAIR VIEIRA;NR35;NR35 ODAIR.pdf;;2024-07-03;vencido;-743;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ODAIR VIEIRA\vencidos\NR35 ODAIR.pdf;S
motoristas;REGINALDO AQUINO;CNH;CNH REGINALDO.pdf;;2031-05-25;ok;1774;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\REGINALDO AQUINO\CNH REGINALDO.pdf;S
motoristas;REGINALDO AQUINO;MOPP;MOPP REGINALDO AQUINO.pdf;;2022-02-10;vencido;-1617;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\REGINALDO AQUINO\vencidos\MOPP REGINALDO AQUINO.pdf;S
motoristas;REGINALDO AQUINO;NR20;NR20 REGINALDO.pdf;;2025-06-18;vencido;-393;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\REGINALDO AQUINO\vencidos\NR20 REGINALDO.pdf;S
motoristas;REGINALDO AQUINO;NR35;NR35 REGINALDO_001.pdf;;2025-06-20;vencido;-391;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\REGINALDO AQUINO\vencidos\NR35 REGINALDO_001.pdf;S
motoristas;ROGERIO SILVA;CNH;CNH ROGERIO SILVA.pdf;;2030-09-24;ok;1531;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ROGERIO SILVA\CNH ROGERIO SILVA.pdf;S
motoristas;ROGERIO SILVA;CNH;CNH-e.pdf.pdf;;2030-09-24;ok;1531;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ROGERIO SILVA\CNH-e.pdf.pdf;S
motoristas;ROGERIO SILVA;MOPP;MOPP ROGERIO.pdf;;2024-10-21;vencido;-633;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\ROGERIO SILVA\vencidos\MOPP ROGERIO.pdf;S
motoristas;RONALDO SANTOS;CNH;CNH RONALDO SANTOS.pdf;;2032-07-25;ok;2201;C:/Users/Logistica01/projetos/logistica-ia/arquivo/frota-pontual/Motoristas\RONALDO SANTOS\CNH RONALDO SANTOS.pdf;S
